248	6
4.053846674953388516e+06	1.102500000000000000e+02	7.793734059075999539e+04	4.900000000000000000e+01	6.237646110784000939e+02	1.477328669206810082e+04	5.160000000000000142e+01
4.052169000000000000e+06	3.240000000000000000e+02	2.001763736568999942e+06	1.000000000000000000e+00	6.225933213124001213e+02	1.477412779827689883e+04	2.650000000000000000e+01
4.052840029119888786e+06	1.210000000000000187e+00	3.747495864024999901e+04	3.600000000000000000e+01	6.232866758041000139e+02	1.477218794199210060e+04	4.860000000000000142e+01
4.052504505602389108e+06	1.416100000000000136e+02	1.849978099320999812e+06	1.000000000000000000e+00	6.226043001616000083e+02	1.477401840449639894e+04	2.839999999999999858e+01
4.050827112452888861e+06	5.040999999999999659e+01	4.730755500900001265e+06	9.000000000000000000e+00	6.231538653024999803e+02	1.476529737725159976e+04	3.210000000000000142e+01
4.053175562500000000e+06	1.183359999999999900e+03	1.606013805796000088e+04	6.400000000000000000e+01	6.234414728161000312e+02	1.477218794199210060e+04	4.820000000000000284e+01
4.054182250000000000e+06	1.849599999999999795e+02	2.422916526996899629e+05	2.500000000000000000e+01	6.232587145225000995e+02	1.477133230651689883e+04	4.010000000000000142e+01
4.053511109768888913e+06	3.968999999999999773e+01	8.182298790723599268e+03	8.100000000000000000e+01	6.237171589488999643e+02	1.477272515760999886e+04	5.810000000000000142e+01
4.051833508286388591e+06	2.160899999999999750e+02	1.849978099320999812e+06	1.000000000000000000e+00	6.226043001616000083e+02	1.477401840449639894e+04	2.460000000000000142e+01
4.050827112452888861e+06	4.080399999999999636e+02	4.774784376384000294e+06	9.000000000000000000e+00	6.231623527683999555e+02	1.476525606301690095e+04	2.280000000000000071e+01
4.052169000000000000e+06	7.921000000000000796e+01	9.475167486975999549e+06	0.000000000000000000e+00	6.227340575296000225e+02	1.477835800171290066e+04	2.200000000000000000e+01
4.053511109768888913e+06	1.520999999999999908e+01	2.466219887102500252e+03	6.400000000000000000e+01	6.229197338895999110e+02	1.477137849075359918e+04	5.679999999999999716e+01
4.053511109768888913e+06	1.576090000000000146e+03	1.111341567504100094e+05	8.100000000000000000e+01	6.240083936256000925e+02	1.477180630606240084e+04	3.239999999999999858e+01
4.052504505602389108e+06	1.638400000000000318e+02	2.101693877284000162e+06	9.000000000000000000e+00	6.236452349520999405e+02	1.476644933859840057e+04	2.139999999999999858e+01
4.054517838935389183e+06	9.363600000000001273e+02	1.858570392099599994e+05	1.000000000000000000e+02	6.240618523128999868e+02	1.477134689100489959e+04	4.850000000000000000e+01
4.051833508286388591e+06	9.801000000000000512e+01	7.793734059075999539e+04	4.900000000000000000e+01	6.237646110784000939e+02	1.477328669206810082e+04	5.739999999999999858e+01
4.053846674953388516e+06	9.922500000000000000e+02	3.038256291344399378e+07	1.000000000000000000e+00	6.225499059024999724e+02	1.475850317777639793e+04	1.739999999999999858e+01
4.050827112452888861e+06	2.433599999999999852e+02	8.370883989503998600e+04	2.500000000000000000e+01	6.241018229209000765e+02	1.477281753051040141e+04	4.610000000000000142e+01
4.051833508286388591e+06	2.856099999999999568e+02	9.307417907001599669e+05	1.600000000000000000e+01	6.244361272383999903e+02	1.477053989349209951e+04	3.770000000000000284e+01
4.054182250000000000e+06	1.392400000000000091e+02	2.845968559664399363e+05	1.600000000000000000e+01	6.237231528025000671e+02	1.477383122052250110e+04	4.029999999999999716e+01
4.053846674953388516e+06	0.000000000000000000e+00	3.438413655615999596e+04	0.000000000000000000e+00	6.235558352099999411e+02	1.476995410489000096e+04	4.550000000000000000e+01
4.052840029119888786e+06	1.296000000000000085e+01	1.397555231532100297e+05	1.000000000000000000e+02	6.241612815683999997e+02	1.477140036752249944e+04	6.189999999999999858e+01
4.050827112452888861e+06	0.000000000000000000e+00	3.438413655615999596e+04	0.000000000000000000e+00	6.235558352099999411e+02	1.476995410489000096e+04	3.789999999999999858e+01
4.053511109768888913e+06	2.209000000000000341e+01	1.503672015384100087e+05	8.100000000000000000e+01	6.240593541923999510e+02	1.477145627489440085e+04	4.479999999999999716e+01
4.054182250000000000e+06	1.081600000000000108e+02	5.071224755844000727e+06	1.600000000000000000e+01	6.229801345848999290e+02	1.476553797306090019e+04	2.730000000000000071e+01
4.053175562500000000e+06	2.890000000000000000e+02	2.205513099409000017e+06	1.600000000000000000e+01	6.235373567328999798e+02	1.476638128899999901e+04	3.069999999999999929e+01
4.054517838935389183e+06	3.844000000000000483e+01	3.762626183000999968e+06	1.000000000000000000e+00	6.225798474025000360e+02	1.477534331197690153e+04	3.130000000000000071e+01
