248	6
2.013416666999999961e+03	1.050000000000000000e+01	2.791725999999999885e+02	7.000000000000000000e+00	2.497528000000000148e+01	1.215454100000000039e+02	5.160000000000000142e+01
2.013000000000000000e+03	1.800000000000000000e+01	1.414836999999999989e+03	1.000000000000000000e+00	2.495182000000000144e+01	1.215488699999999938e+02	2.650000000000000000e+01
2.013166666999999961e+03	1.100000000000000089e+00	1.935844999999999914e+02	6.000000000000000000e+00	2.496571000000000140e+01	1.215408900000000045e+02	4.860000000000000142e+01
2.013083333000000039e+03	1.190000000000000036e+01	1.360138999999999896e+03	1.000000000000000000e+00	2.495204000000000022e+01	1.215484199999999930e+02	2.839999999999999858e+01
2.012666666999999961e+03	7.099999999999999645e+00	2.175030000000000200e+03	3.000000000000000000e+00	2.496304999999999907e+01	1.215125400000000013e+02	3.210000000000000142e+01
2.013250000000000000e+03	3.439999999999999858e+01	1.267286000000000001e+02	8.000000000000000000e+00	2.496881000000000128e+01	1.215408900000000045e+02	4.820000000000000284e+01
2.013500000000000000e+03	1.359999999999999964e+01	4.922312999999999761e+02	5.000000000000000000e+00	2.496515000000000128e+01	1.215373699999999957e+02	4.010000000000000142e+01
2.013333333000000039e+03	6.299999999999999822e+00	9.045605999999999369e+01	9.000000000000000000e+00	2.497432999999999836e+01	1.215430999999999955e+02	5.810000000000000142e+01
2.012916666999999961e+03	1.469999999999999929e+01	1.360138999999999896e+03	1.000000000000000000e+00	2.495204000000000022e+01	1.215484199999999930e+02	2.460000000000000142e+01
2.012666666999999961e+03	2.019999999999999929e+01	2.185128000000000156e+03	3.000000000000000000e+00	2.496321999999999974e+01	1.215123700000000042e+02	2.280000000000000071e+01
2.013000000000000000e+03	8.900000000000000355e+00	3.078175999999999931e+03	0.000000000000000000e+00	2.495464000000000127e+01	1.215662700000000029e+02	2.200000000000000000e+01
2.013333333000000039e+03	3.899999999999999911e+00	4.966105000000000302e+01	8.000000000000000000e+00	2.495835999999999899e+01	1.215375599999999991e+02	5.679999999999999716e+01
2.013333333000000039e+03	3.970000000000000284e+01	3.333679000000000201e+02	9.000000000000000000e+00	2.498016000000000147e+01	1.215393200000000036e+02	3.239999999999999858e+01
2.013083333000000039e+03	1.280000000000000071e+01	1.449721999999999980e+03	3.000000000000000000e+00	2.497288999999999959e+01	1.215172799999999995e+02	2.139999999999999858e+01
2.013583333000000039e+03	3.060000000000000142e+01	4.311114000000000033e+02	1.000000000000000000e+01	2.498123000000000005e+01	1.215374300000000005e+02	4.850000000000000000e+01
2.012916666999999961e+03	9.900000000000000355e+00	2.791725999999999885e+02	7.000000000000000000e+00	2.497528000000000148e+01	1.215454100000000039e+02	5.739999999999999858e+01
2.013416666999999961e+03	3.150000000000000000e+01	5.512037999999999556e+03	1.000000000000000000e+00	2.495094999999999885e+01	1.214845799999999940e+02	1.739999999999999858e+01
2.012666666999999961e+03	1.559999999999999964e+01	2.893247999999999820e+02	5.000000000000000000e+00	2.498203000000000173e+01	1.215434800000000024e+02	4.610000000000000142e+01
2.012916666999999961e+03	1.689999999999999858e+01	9.647495999999999867e+02	4.000000000000000000e+00	2.498872000000000071e+01	1.215341099999999983e+02	3.770000000000000284e+01
2.013500000000000000e+03	1.180000000000000071e+01	5.334761999999999489e+02	4.000000000000000000e+00	2.497445000000000093e+01	1.215476500000000044e+02	4.029999999999999716e+01
2.013416666999999961e+03	0.000000000000000000e+00	1.854295999999999935e+02	0.000000000000000000e+00	2.497109999999999985e+01	1.215317000000000007e+02	4.550000000000000000e+01
2.013166666999999961e+03	3.600000000000000089e+00	3.738389000000000237e+02	1.000000000000000000e+01	2.498321999999999932e+01	1.215376499999999993e+02	6.189999999999999858e+01
2.012666666999999961e+03	0.000000000000000000e+00	1.854295999999999935e+02	0.000000000000000000e+00	2.497109999999999985e+01	1.215317000000000007e+02	3.789999999999999858e+01
2.013333333000000039e+03	4.700000000000000178e+00	3.877721000000000231e+02	9.000000000000000000e+00	2.498117999999999839e+01	1.215378800000000012e+02	4.479999999999999716e+01
2.013500000000000000e+03	1.040000000000000036e+01	2.251938000000000102e+03	4.000000000000000000e+00	2.495956999999999937e+01	1.215135300000000029e+02	2.730000000000000071e+01
2.013250000000000000e+03	1.700000000000000000e+01	1.485096999999999980e+03	4.000000000000000000e+00	2.497072999999999965e+01	1.215169999999999959e+02	3.069999999999999929e+01
2.013583333000000039e+03	6.200000000000000178e+00	1.939749000000000024e+03	1.000000000000000000e+00	2.495155000000000101e+01	1.215538700000000034e+02	3.130000000000000071e+01
2.012916666999999961e+03	2.710000000000000142e+01	4.412765000000000327e+03	1.000000000000000000e+00	2.495032000000000139e+01	1.214958699999999965e+02	1.739999999999999858e+01
2.013250000000000000e+03	2.169999999999999929e+01	1.157988000000000056e+03	0.000000000000000000e+00	2.496164999999999878e+01	1.215501100000000037e+02	2.380000000000000071e+01
2.013416666999999961e+03	6.400000000000000355e+00	9.045605999999999369e+01	9.000000000000000000e+00	2.497432999999999836e+01	1.215430999999999955e+02	5.950000000000000000e+01
2.012750000000000000e+03	1.140000000000000036e+01	3.905683999999999969e+02	5.000000000000000000e+00	2.497936999999999941e+01	1.215424500000000023e+02	4.679999999999999716e+01
2.012666666999999961e+03	3.270000000000000284e+01	3.924458999999999946e+02	6.000000000000000000e+00	2.496397999999999939e+01	1.215425000000000040e+02	3.050000000000000000e+01
2.013416666999999961e+03	1.819999999999999929e+01	4.516419000000000210e+02	8.000000000000000000e+00	2.496944999999999837e+01	1.215448999999999984e+02	3.160000000000000142e+01
2.013083333000000039e+03	3.200000000000000000e+01	1.156777000000000044e+03	0.000000000000000000e+00	2.494934999999999903e+01	1.215304600000000050e+02	1.280000000000000071e+01
2.013500000000000000e+03	1.230000000000000071e+01	1.360138999999999896e+03	1.000000000000000000e+00	2.495204000000000022e+01	1.215484199999999930e+02	2.950000000000000000e+01
