248	12
2.013416666999999961e+03	1.050000000000000000e+01	2.791725999999999885e+02	7.000000000000000000e+00	2.497528000000000148e+01	1.215454100000000039e+02	4.053846674953388516e+06	1.102500000000000000e+02	7.793734059075999539e+04	4.900000000000000000e+01	6.237646110784000939e+02	1.477328669206810082e+04	5.160000000000000142e+01
2.013000000000000000e+03	1.800000000000000000e+01	1.414836999999999989e+03	1.000000000000000000e+00	2.495182000000000144e+01	1.215488699999999938e+02	4.052169000000000000e+06	3.240000000000000000e+02	2.001763736568999942e+06	1.000000000000000000e+00	6.225933213124001213e+02	1.477412779827689883e+04	2.650000000000000000e+01
2.013166666999999961e+03	1.100000000000000089e+00	1.935844999999999914e+02	6.000000000000000000e+00	2.496571000000000140e+01	1.215408900000000045e+02	4.052840029119888786e+06	1.210000000000000187e+00	3.747495864024999901e+04	3.600000000000000000e+01	6.232866758041000139e+02	1.477218794199210060e+04	4.860000000000000142e+01
2.013083333000000039e+03	1.190000000000000036e+01	1.360138999999999896e+03	1.000000000000000000e+00	2.495204000000000022e+01	1.215484199999999930e+02	4.052504505602389108e+06	1.416100000000000136e+02	1.849978099320999812e+06	1.000000000000000000e+00	6.226043001616000083e+02	1.477401840449639894e+04	2.839999999999999858e+01
2.012666666999999961e+03	7.099999999999999645e+00	2.175030000000000200e+03	3.000000000000000000e+00	2.496304999999999907e+01	1.215125400000000013e+02	4.050827112452888861e+06	5.040999999999999659e+01	4.730755500900001265e+06	9.000000000000000000e+00	6.231538653024999803e+02	1.476529737725159976e+04	3.210000000000000142e+01
2.013250000000000000e+03	3.439999999999999858e+01	1.267286000000000001e+02	8.000000000000000000e+00	2.496881000000000128e+01	1.215408900000000045e+02	4.053175562500000000e+06	1.183359999999999900e+03	1.606013805796000088e+04	6.400000000000000000e+01	6.234414728161000312e+02	1.477218794199210060e+04	4.820000000000000284e+01
2.013500000000000000e+03	1.359999999999999964e+01	4.922312999999999761e+02	5.000000000000000000e+00	2.496515000000000128e+01	1.215373699999999957e+02	4.054182250000000000e+06	1.849599999999999795e+02	2.422916526996899629e+05	2.500000000000000000e+01	6.232587145225000995e+02	1.477133230651689883e+04	4.010000000000000142e+01
2.013333333000000039e+03	6.299999999999999822e+00	9.045605999999999369e+01	9.000000000000000000e+00	2.497432999999999836e+01	1.215430999999999955e+02	4.053511109768888913e+06	3.968999999999999773e+01	8.182298790723599268e+03	8.100000000000000000e+01	6.237171589488999643e+02	1.477272515760999886e+04	5.810000000000000142e+01
2.012916666999999961e+03	1.469999999999999929e+01	1.360138999999999896e+03	1.000000000000000000e+00	2.495204000000000022e+01	1.215484199999999930e+02	4.051833508286388591e+06	2.160899999999999750e+02	1.849978099320999812e+06	1.000000000000000000e+00	6.226043001616000083e+02	1.477401840449639894e+04	2.460000000000000142e+01
2.012666666999999961e+03	2.019999999999999929e+01	2.185128000000000156e+03	3.000000000000000000e+00	2.496321999999999974e+01	1.215123700000000042e+02	4.050827112452888861e+06	4.080399999999999636e+02	4.774784376384000294e+06	9.000000000000000000e+00	6.231623527683999555e+02	1.476525606301690095e+04	2.280000000000000071e+01
2.013000000000000000e+03	8.900000000000000355e+00	3.078175999999999931e+03	0.000000000000000000e+00	2.495464000000000127e+01	1.215662700000000029e+02	4.052169000000000000e+06	7.921000000000000796e+01	9.475167486975999549e+06	0.000000000000000000e+00	6.227340575296000225e+02	1.477835800171290066e+04	2.200000000000000000e+01
2.013333333000000039e+03	3.899999999999999911e+00	4.966105000000000302e+01	8.000000000000000000e+00	2.495835999999999899e+01	1.215375599999999991e+02	4.053511109768888913e+06	1.520999999999999908e+01	2.466219887102500252e+03	6.400000000000000000e+01	6.229197338895999110e+02	1.477137849075359918e+04	5.679999999999999716e+01
2.013333333000000039e+03	3.970000000000000284e+01	3.333679000000000201e+02	9.000000000000000000e+00	2.498016000000000147e+01	1.215393200000000036e+02	4.053511109768888913e+06	1.576090000000000146e+03	1.111341567504100094e+05	8.100000000000000000e+01	6.240083936256000925e+02	1.477180630606240084e+04	3.239999999999999858e+01
