35	24
0.59274	0.35134	0.20825	0.12344	-0.74050	-0.43892	-0.26017	-0.15421	-0.09141	0.54834	0.32502	0.19265	0.11419	0.06769	-0.40605	-0.24068	-0.14266	-0.08456	-0.05012	0.30068	0.17822	0.10564	0.06262	0.03712	0.00000
-0.17339	0.03006	-0.00521	0.00090	0.69956	-0.12130	0.02103	-0.00365	0.00063	0.48938	-0.08485	0.01471	-0.00255	0.00044	0.34235	-0.05936	0.01029	-0.00178	0.00031	0.23950	-0.04153	0.00720	-0.00125	0.00022	1.00000
-0.28283	0.07999	-0.02262	0.00640	0.47295	-0.13376	0.03783	-0.01070	0.00303	0.22368	-0.06326	0.01789	-0.00506	0.00143	0.10579	-0.02992	0.00846	-0.00239	0.00068	0.05003	-0.01415	0.00400	-0.00113	0.00032	1.00000
-0.69758	0.48662	-0.33945	0.23680	0.04167	-0.02907	0.02028	-0.01414	0.00987	0.00174	-0.00121	0.00084	-0.00059	0.00041	0.00007	-0.00005	0.00004	-0.00002	0.00002	0.00000	-0.00000	0.00000	-0.00000	0.00000	0.00000
0.13767	0.01895	0.00261	0.00036	0.57529	0.07920	0.01090	0.00150	0.00021	0.33096	0.04556	0.00627	0.00086	0.00012	0.19040	0.02621	0.00361	0.00050	0.00007	0.10953	0.01508	0.00208	0.00029	0.00004	1.00000
0.46601	0.21717	0.10120	0.04716	-0.53582	-0.24970	-0.11636	-0.05423	-0.02527	0.28710	0.13379	0.06235	0.02906	0.01354	-0.15384	-0.07169	-0.03341	-0.01557	-0.00726	0.08243	0.03841	0.01790	0.00834	0.00389	1.00000
0.82316	0.67759	0.55777	0.45913	0.27558	0.22685	0.18673	0.15371	0.12653	0.07594	0.06251	0.05146	0.04236	0.03487	0.02093	0.01723	0.01418	0.01167	0.00961	0.00577	0.00475	0.00391	0.00322	0.00265	0.00000
0.96141	0.92431	0.88864	0.85435	0.08553	0.08223	0.07905	0.07600	0.07307	0.00731	0.00703	0.00676	0.00650	0.00625	0.00063	0.00060	0.00058	0.00056	0.00053	0.00005	0.00005	0.00005	0.00005	0.00005	0.00000
-0.40380	0.16305	-0.06584	0.02659	0.70687	-0.28543	0.11526	-0.04654	0.01879	0.49967	-0.20176	0.08147	-0.03290	0.01328	0.35320	-0.14262	0.05759	-0.02326	0.00939	0.24967	-0.10081	0.04071	-0.01644	0.00664	0.00000
-0.62846	0.39496	-0.24822	0.15599	0.33406	-0.20994	0.13194	-0.08292	0.05211	0.11160	-0.07013	0.04408	-0.02770	0.01741	0.03728	-0.02343	0.01472	-0.00925	0.00582	0.01245	-0.00783	0.00492	-0.00309	0.00194	1.00000
0.89804	0.80648	0.72425	0.65040	-0.20687	-0.18578	-0.16684	-0.14983	-0.13455	0.04280	0.03843	0.03451	0.03099	0.02783	-0.00885	-0.00795	-0.00714	-0.00641	-0.00576	0.00183	0.00164	0.00148	0.00133	0.00119	0.00000
0.82892	0.68711	0.56956	0.47212	-0.52120	-0.43203	-0.35812	-0.29685	-0.24607	0.27165	0.22518	0.18665	0.15472	0.12825	-0.14158	-0.11736	-0.09728	-0.08064	-0.06684	0.07379	0.06117	0.05070	0.04203	0.03484	0.00000
0.86348	0.74560	0.64381	0.55592	-0.08260	-0.07133	-0.06159	-0.05318	-0.04592	0.00682	0.00589	0.00509	0.00439	0.00379	-0.00056	-0.00049	-0.00042	-0.00036	-0.00031	0.00005	0.00004	0.00003	0.00003	0.00003	0.00000
-0.17339	0.03006	-0.00521	0.00090	0.64839	-0.11242	0.01949	-0.00338	0.00059	0.42041	-0.07289	0.01264	-0.00219	0.00038	0.27259	-0.04726	0.00820	-0.00142	0.00025	0.17674	-0.03065	0.00531	-0.00092	0.00016	1.00000
1.07090	1.14683	1.22814	1.31521	0.10015	0.10725	0.11485	0.12300	0.13172	0.01003	0.01074	0.01150	0.01232	0.01319	0.00100	0.00108	0.00115	0.00123	0.00132	0.00010	0.00011	0.00012	0.00012	0.00013	0.00000
-0.21371	0.04567	-0.00976	0.00209	0.69225	-0.14794	0.03162	-0.00676	0.00144	0.47921	-0.10241	0.02189	-0.00468	0.00100	0.33173	-0.07089	0.01515	-0.00324	0.00069	0.22964	-0.04908	0.01049	-0.00224	0.00048	1.00000
0.54666	0.29884	0.16336	0.08930	0.48757	0.26654	0.14570	0.07965	0.04354	0.23772	0.12995	0.07104	0.03884	0.02123	0.11591	0.06336	0.03464	0.01893	0.01035	0.05651	0.03089	0.01689	0.00923	0.00505	1.00000
-0.23675	0.05605	-0.01327	0.00314	-0.63816	0.15108	-0.03577	0.00847	-0.00200	0.40725	-0.09642	0.02283	-0.00540	0.00128	-0.25989	0.06153	-0.01457	0.00345	-0.00082	0.16585	-0.03927	0.00930	-0.00220	0.00052	0.00000
0.44297	0.19622	0.08692	0.03850	0.67032	0.29693	0.13153	0.05826	0.02581	0.44933	0.19904	0.08817	0.03906	0.01730	0.30119	0.13342	0.05910	0.02618	0.01160	0.20190	0.08943	0.03962	0.01755	0.00777	1.00000
-0.60541	0.36652	-0.22190	0.13434	0.59722	-0.36156	0.21889	-0.13252	0.08023	0.35667	-0.21593	0.13073	-0.07914	0.04791	0.21301	-0.12896	0.07807	-0.04727	0.02862	0.12721	-0.07702	0.04663	-0.02823	0.01709	1.00000
0.60426	0.36513	0.22063	0.13332	0.59722	0.36088	0.21806	0.13177	0.07962	0.35667	0.21552	0.13023	0.07869	0.04755	0.21301	0.12871	0.07778	0.04700	0.02840	0.12721	0.07687	0.04645	0.02807	0.01696	0.00000
0.10311	0.01063	0.00110	0.00011	0.77997	0.08042	0.00829	0.00086	0.00009	0.60835	0.06273	0.00647	0.00067	0.00007	0.47450	0.04893	0.00504	0.00052	0.00005	0.37009	0.03816	0.00393	0.00041	0.00004	0.00000
0.38537	0.14851	0.05723	0.02206	-0.56506	-0.21776	-0.08392	-0.03234	-0.01246	0.31929	0.12305	0.04742	0.01827	0.00704	-0.18042	-0.06953	-0.02679	-0.01033	-0.00398	0.10195	0.03929	0.01514	0.00583	0.00225	1.00000
0.63882	0.40809	0.26070	0.16654	0.88962	0.56831	0.36305	0.23192	0.14816	0.79142	0.50558	0.32297	0.20632	0.13180	0.70407	0.44977	0.28732	0.18355	0.11725	0.62635	0.40013	0.25561	0.16329	0.10431	0.00000
0.28744	0.08262	0.02375	0.00683	-0.76974	-0.22125	-0.06360	-0.01828	-0.00525	0.59250	0.17031	0.04895	0.01407	0.00404	-0.45607	-0.13109	-0.03768	-0.01083	-0.00311	0.35106	0.10091	0.02900	0.00834	0.00240	0.00000
0.35081	0.12307	0.04317	0.01515	-0.57968	-0.20336	-0.07134	-0.02503	-0.00878	0.33603	0.11788	0.04135	0.01451	0.00509	-0.19479	-0.06833	-0.02397	-0.00841	-0.00295	0.11292	0.03961	0.01390	0.00487	0.00171	0.00000
0.92684	0.85903	0.79619	0.73794	0.36330	0.33672	0.31209	0.28925	0.26809	0.13199	0.12233	0.11338	0.10509	0.09740	0.04795	0.04444	0.04119	0.03818	0.03538	0.01742	0.01615	0.01496	0.01387	0.01286	0.00000
-0.13882	0.01927	-0.00268	0.00037	-0.27266	0.03785	-0.00525	0.00073	-0.00010	0.07434	-0.01032	0.00143	-0.00020	0.00003	-0.02027	0.00281	-0.00039	0.00005	-0.00001	0.00553	-0.00077	0.00011	-0.00001	0.00000	1.00000
-0.09274	0.00860	-0.00080	0.00007	0.55336	-0.05132	0.00476	-0.00044	0.00004	0.30621	-0.02840	0.00263	-0.00024	0.00002	0.16944	-0.01571	0.00146	-0.00014	0.00001	0.09376	-0.00870	0.00081	-0.00007	0.00001	1.00000
0.22408	0.05021	0.01125	0.00252	0.77997	0.17478	0.03916	0.00878	0.00197	0.60835	0.13632	0.03055	0.00684	0.00153	0.47450	0.10633	0.02383	0.00534	0.00120	0.37009	0.08293	0.01858	0.00416	0.00093	0.00000
-0.23675	0.05605	-0.01327	0.00314	-0.21418	0.05071	-0.01200	0.00284	-0.00067	0.04587	-0.01086	0.00257	-0.00061	0.00014	-0.00983	0.00233	-0.00055	0.00013	-0.00003	0.00210	-0.00050	0.00012	-0.00003	0.00001	1.00000
0.57546	0.33115	0.19057	0.10966	0.26827	0.15438	0.08884	0.05112	0.02942	0.07197	0.04142	0.02383	0.01371	0.00789	0.01931	0.01111	0.00639	0.00368	0.00212	0.00518	0.00298	0.00172	0.00099	0.00057	1.00000
-0.52477	0.27538	-0.14451	0.07584	0.20980	-0.11010	0.05778	-0.03032	0.01591	0.04402	-0.02310	0.01212	-0.00636	0.00334	0.00923	-0.00485	0.00254	-0.00133	0.00070	0.00194	-0.00102	0.00053	-0.00028	0.00015	1.00000
0.06279	0.00394	0.00025	0.00002	-0.16301	-0.01024	-0.00064	-0.00004	-0.00000	0.02657	0.00167	0.00010	0.00001	0.00000	-0.00433	-0.00027	-0.00002	-0.00000	-0.00000	0.00071	0.00004	0.00000	0.00000	0.00000	1.00000
0.61578	0.37919	0.23349	0.14378	0.72880	0.44878	0.27635	0.17017	0.10479	0.53115	0.32707	0.20140	0.12402	0.07637	0.38710	0.23837	0.14678	0.09039	0.05566	0.28212	0.17372	0.10698	0.06587	0.04056	0.00000
