83	24
-0.30588	0.09356	-0.02862	0.00875	-0.19225	0.05881	-0.01799	0.00550	-0.00168	0.03696	-0.01131	0.00346	-0.00106	0.00032	-0.00711	0.00217	-0.00066	0.00020	-0.00006	0.00137	-0.00042	0.00013	-0.00004	0.00001	1.00000
-0.39804	0.15844	-0.06306	0.02510	0.03436	-0.01368	0.00544	-0.00217	0.00086	0.00118	-0.00047	0.00019	-0.00007	0.00003	0.00004	-0.00002	0.00001	-0.00000	0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	1.00000
0.93836	0.88052	0.82624	0.77531	0.01243	0.01166	0.01094	0.01027	0.00963	0.00015	0.00014	0.00014	0.00013	0.00012	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.01671	0.00028	0.00000	0.00000	-0.40424	-0.00675	-0.00011	-0.00000	-0.00000	0.16341	0.00273	0.00005	0.00000	0.00000	-0.06606	-0.00110	-0.00002	-0.00000	-0.00000	0.02670	0.00045	0.00001	0.00000	0.00000	1.00000
0.46025	0.21183	0.09749	0.04487	0.01243	0.00572	0.00263	0.00121	0.00056	0.00015	0.00007	0.00003	0.00002	0.00001	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000
0.76555	0.58607	0.44866	0.34347	0.50219	0.38445	0.29432	0.22531	0.17249	0.25219	0.19307	0.14780	0.11315	0.08662	0.12665	0.09696	0.07423	0.05682	0.04350	0.06360	0.04869	0.03728	0.02854	0.02185	0.00000
0.63265	0.40025	0.25322	0.16020	-0.03061	-0.01937	-0.01225	-0.00775	-0.00490	0.00094	0.00059	0.00038	0.00024	0.00015	-0.00003	-0.00002	-0.00001	-0.00001	-0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
-0.83007	0.68902	-0.57193	0.47474	0.31213	-0.25909	0.21506	-0.17852	0.14818	0.09743	-0.08087	0.06713	-0.05572	0.04625	0.03041	-0.02524	0.02095	-0.01739	0.01444	0.00949	-0.00788	0.00654	-0.00543	0.00451	0.00000
0.73675	0.54280	0.39991	0.29463	-0.18494	-0.13625	-0.10039	-0.07396	-0.05449	0.03420	0.02520	0.01857	0.01368	0.01008	-0.00633	-0.00466	-0.00343	-0.00253	-0.00186	0.00117	0.00086	0.00063	0.00047	0.00034	1.00000
0.32200	0.10368	0.03339	0.01075	0.58260	0.18760	0.06041	0.01945	0.00626	0.33942	0.10929	0.03519	0.01133	0.00365	0.19775	0.06367	0.02050	0.00660	0.00213	0.11521	0.03710	0.01195	0.00385	0.00124	1.00000
-0.04666	0.00218	-0.00010	0.00000	-0.57968	0.02705	-0.00126	0.00006	-0.00000	0.33603	-0.01568	0.00073	-0.00003	0.00000	-0.19479	0.00909	-0.00042	0.00002	-0.00000	0.11292	-0.00527	0.00025	-0.00001	0.00000	0.00000
0.67339	0.45345	0.30535	0.20562	-0.53582	-0.36082	-0.24297	-0.16361	-0.11018	0.28710	0.19333	0.13019	0.08767	0.05903	-0.15384	-0.10359	-0.06976	-0.04697	-0.03163	0.08243	0.05551	0.03738	0.02517	0.01695	1.00000
-0.30012	0.09007	-0.02703	0.00811	0.02705	-0.00812	0.00244	-0.00073	0.00022	0.00073	-0.00022	0.00007	-0.00002	0.00001	0.00002	-0.00001	0.00000	-0.00000	0.00000	0.00000	-0.00000	0.00000	-0.00000	0.00000	1.00000
-0.50749	0.25755	-0.13070	0.06633	0.90424	-0.45889	0.23288	-0.11819	0.05998	0.81765	-0.41495	0.21058	-0.10687	0.05423	0.73935	-0.37521	0.19042	-0.09663	0.04904	0.66855	-0.33928	0.17218	-0.08738	0.04435	0.00000
0.85196	0.72584	0.61838	0.52684	-0.36769	-0.31326	-0.26688	-0.22737	-0.19371	0.13520	0.11518	0.09813	0.08360	0.07123	-0.04971	-0.04235	-0.03608	-0.03074	-0.02619	0.01828	0.01557	0.01327	0.01130	0.00963	0.00000
0.63882	0.40809	0.26070	0.16654	-0.24342	-0.15550	-0.09934	-0.06346	-0.04054	0.05925	0.03785	0.02418	0.01545	0.00987	-0.01442	-0.00921	-0.00589	-0.00376	-0.00240	0.00351	0.00224	0.00143	0.00092	0.00058	1.00000
-0.46717	0.21825	-0.10196	0.04763	-0.13377	0.06249	-0.02920	0.01364	-0.00637	0.01789	-0.00836	0.00391	-0.00182	0.00085	-0.00239	0.00112	-0.00052	0.00024	-0.00011	0.00032	-0.00015	0.00007	-0.00003	0.00002	0.00000
-0.29435	0.08664	-0.02550	0.00751	0.77997	-0.22958	0.06758	-0.01989	0.00586	0.60835	-0.17907	0.05271	-0.01551	0.00457	0.47450	-0.13967	0.04111	-0.01210	0.00356	0.37009	-0.10894	0.03207	-0.00944	0.00278	1.00000
0.29320	0.08597	0.02521	0.00739	-0.22880	-0.06708	-0.01967	-0.00577	-0.00169	0.05235	0.01535	0.00450	0.00132	0.00039	-0.01198	-0.00351	-0.00103	-0.00030	-0.00009	0.00274	0.00080	0.00024	0.00007	0.00002	1.00000
